event_id,user_id,session_id,event_timestamp,event_date,event_name,traffic_source,device_category,country,product_category,price,order_id,revenue,ab_group
3975,u_000484,s_000484_07_0,2026-01-21 09:49:29,2026-01-21,add_to_cart,referral,desktop,KZ,fashion,4345.3,,0.0,A
3976,u_000484,s_000484_07_0,2026-01-21 09:55:29,2026-01-21,begin_checkout,referral,desktop,KZ,fashion,4345.3,,0.0,A
3977,u_000484,s_000484_14_0,2026-01-28 16:22:07,2026-01-28,session_start,referral,desktop,KZ,,,,0.0,A
3978,u_000484,s_000484_14_0,2026-01-28 16:25:07,2026-01-28,view_item,referral,desktop,KZ,electronics,14581.36,,0.0,A
3979,u_000484,s_000484_30_0,2026-02-13 22:53:05,2026-02-13,session_start,referral,desktop,KZ,,,,0.0,A
3980,u_000484,s_000484_30_0,2026-02-13 22:57:05,2026-02-13,view_item,referral,desktop,KZ,fashion,5087.75,,0.0,A
3981,u_000485,s_000485_00_0,2026-01-23 16:33:17,2026-01-23,session_start,social,mobile,RU,,,,0.0,A
3982,u_000485,s_000485_00_0,2026-01-23 16:38:17,2026-01-23,view_item,social,mobile,RU,fashion,3502.05,,0.0,A
3983,u_000486,s_000486_00_0,2026-01-19 19:40:08,2026-01-19,session_start,organic_search,mobile,BY,,,,0.0,A
3984,u_000486,s_000486_01_0,2026-01-20 11:17:34,2026-01-20,session_start,organic_search,mobile,BY,,,,0.0,A
3985,u_000486,s_000486_01_0,2026-01-20 11:21:34,2026-01-20,view_item,organic_search,mobile,BY,fashion,4150.93,,0.0,A
3986,u_000486,s_000486_03_0,2026-01-22 10:07:14,2026-01-22,session_start,organic_search,mobile,BY,,,,0.0,A
3987,u_000486,s_000486_03_0,2026-01-22 10:09:14,2026-01-22,view_item,organic_search,mobile,BY,home,5836.32,,0.0,A
3988,u_000486,s_000486_03_1,2026-01-22 08:10:04,2026-01-22,session_start,organic_search,mobile,BY,,,,0.0,A
3989,u_000487,s_000487_00_0,2026-01-07 19:45:25,2026-01-07,session_start,paid_search,desktop,RU,,,,0.0,B
3990,u_000487,s_000487_00_0,2026-01-07 19:50:25,2026-01-07,view_item,paid_search,desktop,RU,home,7944.14,,0.0,B
3991,u_000487,s_000487_00_0,2026-01-07 19:59:25,2026-01-07,add_to_cart,paid_search,desktop,RU,home,7944.14,,0.0,B
3992,u_000487,s_000487_00_0,2026-01-07 20:09:25,2026-01-07,begin_checkout,paid_search,desktop,RU,home,7944.14,,0.0,B
3993,u_000487,s_000487_01_0,2026-01-08 09:25:51,2026-01-08,session_start,paid_search,desktop,RU,,,,0.0,B
3994,u_000487,s_000487_01_0,2026-01-08 09:30:51,2026-01-08,view_item,paid_search,desktop,RU,home,6906.21,,0.0,B
3995,u_000487,s_000487_01_1,2026-01-08 18:09:52,2026-01-08,session_start,paid_search,desktop,RU,,,,0.0,B
3996,u_000487,s_000487_01_1,2026-01-08 18:11:52,2026-01-08,view_item,paid_search,desktop,RU,beauty,2576.95,,0.0,B
3997,u_000487,s_000487_03_0,2026-01-10 17:43:34,2026-01-10,session_start,paid_search,desktop,RU,,,,0.0,B
3998,u_000487,s_000487_07_0,2026-01-14 15:47:45,2026-01-14,session_start,paid_search,desktop,RU,,,,0.0,B
3999,u_000487,s_000487_07_0,2026-01-14 15:50:45,2026-01-14,view_item,paid_search,desktop,RU,fashion,2683.79,,0.0,B
4000,u_000487,s_000487_16_0,2026-01-23 09:54:55,2026-01-23,session_start,paid_search,desktop,RU,,,,0.0,B
4001,u_000487,s_000487_21_0,2026-01-28 12:24:15,2026-01-28,session_start,paid_search,desktop,RU,,,,0.0,B
4002,u_000487,s_000487_21_0,2026-01-28 12:29:15,2026-01-28,view_item,paid_search,desktop,RU,electronics,10384.52,,0.0,B
4003,u_000487,s_000487_25_0,2026-02-01 16:17:43,2026-02-01,session_start,paid_search,desktop,RU,,,,0.0,B
4004,u_000487,s_000487_25_0,2026-02-01 16:19:43,2026-02-01,view_item,paid_search,desktop,RU,fashion,5394.64,,0.0,B
4005,u_000487,s_000487_30_0,2026-02-06 09:33:56,2026-02-06,session_start,paid_search,desktop,RU,,,,0.0,B
4006,u_000487,s_000487_30_0,2026-02-06 09:38:56,2026-02-06,view_item,paid_search,desktop,RU,electronics,8804.98,,0.0,B
4007,u_000487,s_000487_30_1,2026-02-06 13:44:16,2026-02-06,session_start,paid_search,desktop,RU,,,,0.0,B
4008,u_000487,s_000487_30_1,2026-02-06 13:46:16,2026-02-06,view_item,paid_search,desktop,RU,electronics,7217.08,,0.0,B
4009,u_000488,s_000488_00_0,2026-01-07 19:17:55,2026-01-07,session_start,direct,desktop,RU,,,,0.0,B
4010,u_000488,s_000488_00_0,2026-01-07 19:18:55,2026-01-07,view_item,direct,desktop,RU,fashion,3423.55,,0.0,B
4011,u_000488,s_000488_00_0,2026-01-07 19:27:55,2026-01-07,add_to_cart,direct,desktop,RU,fashion,3423.55,,0.0,B
4012,u_000488,s_000488_00_0,2026-01-07 19:38:55,2026-01-07,begin_checkout,direct,desktop,RU,fashion,3423.55,,0.0,B
4013,u_000488,s_000488_00_0,2026-01-07 19:43:55,2026-01-07,purchase,direct,desktop,RU,fashion,3423.55,o_00004013,3331.21,B
4014,u_000488,s_000488_01_0,2026-01-08 16:09:58,2026-01-08,session_start,direct,desktop,RU,,,,0.0,B
4015,u_000488,s_000488_01_0,2026-01-08 16:13:58,2026-01-08,view_item,direct,desktop,RU,electronics,8331.11,,0.0,B
4016,u_000488,s_000488_01_1,2026-01-08 20:18:00,2026-01-08,session_start,direct,desktop,RU,,,,0.0,B
4017,u_000488,s_000488_01_1,2026-01-08 20:23:00,2026-01-08,view_item,direct,desktop,RU,books,1886.99,,0.0,B
4018,u_000488,s_000488_03_0,2026-01-10 19:20:57,2026-01-10,session_start,direct,desktop,RU,,,,0.0,B
4019,u_000488,s_000488_03_0,2026-01-10 19:23:57,2026-01-10,view_item,direct,desktop,RU,electronics,14017.08,,0.0,B
4020,u_000488,s_000488_17_0,2026-01-24 12:10:59,2026-01-24,session_start,direct,desktop,RU,,,,0.0,B
4021,u_000488,s_000488_17_0,2026-01-24 12:12:59,2026-01-24,view_item,direct,desktop,RU,sports,6193.36,,0.0,B
4022,u_000488,s_000488_19_0,2026-01-26 16:08:35,2026-01-26,session_start,direct,desktop,RU,,,,0.0,B
4023,u_000488,s_000488_19_0,2026-01-26 16:09:35,2026-01-26,view_item,direct,desktop,RU,electronics,11741.09,,0.0,B
4024,u_000489,s_000489_00_0,2026-01-03 14:01:03,2026-01-03,session_start,direct,tablet,RU,,,,0.0,B
4025,u_000489,s_000489_00_0,2026-01-03 14:02:03,2026-01-03,view_item,direct,tablet,RU,home,4860.98,,0.0,B
4026,u_000489,s_000489_00_0,2026-01-03 14:05:03,2026-01-03,add_to_cart,direct,tablet,RU,home,4860.98,,0.0,B
4027,u_000489,s_000489_00_0,2026-01-03 14:08:03,2026-01-03,begin_checkout,direct,tablet,RU,home,4860.98,,0.0,B
4028,u_000489,s_000489_01_0,2026-01-04 18:27:04,2026-01-04,session_start,direct,tablet,RU,,,,0.0,B
4029,u_000489,s_000489_01_0,2026-01-04 18:30:04,2026-01-04,view_item,direct,tablet,RU,electronics,11089.68,,0.0,B
4030,u_000489,s_000489_07_0,2026-01-10 08:31:47,2026-01-10,session_start,direct,tablet,RU,,,,0.0,B
4031,u_000489,s_000489_07_0,2026-01-10 08:34:47,2026-01-10,view_item,direct,tablet,RU,beauty,2989.53,,0.0,B
4032,u_000489,s_000489_14_0,2026-01-17 22:19:41,2026-01-17,session_start,direct,tablet,RU,,,,0.0,B
4033,u_000489,s_000489_14_0,2026-01-17 22:23:41,2026-01-17,view_item,direct,tablet,RU,electronics,16295.46,,0.0,B
4034,u_000490,s_000490_00_0,2026-01-08 12:15:22,2026-01-08,session_start,organic_search,desktop,RU,,,,0.0,B
4035,u_000490,s_000490_00_0,2026-01-08 12:17:22,2026-01-08,view_item,organic_search,desktop,RU,fashion,3209.46,,0.0,B
4036,u_000490,s_000490_00_0,2026-01-08 12:23:22,2026-01-08,add_to_cart,organic_search,desktop,RU,fashion,3209.46,,0.0,B
4037,u_000490,s_000490_00_0,2026-01-08 12:34:22,2026-01-08,begin_checkout,organic_search,desktop,RU,fashion,3209.46,,0.0,B
4038,u_000490,s_000490_00_0,2026-01-08 12:49:22,2026-01-08,purchase,organic_search,desktop,RU,fashion,3209.46,o_00004038,3224.08,B
4039,u_000490,s_000490_02_0,2026-01-10 10:25:28,2026-01-10,session_start,organic_search,desktop,RU,,,,0.0,B
4040,u_000490,s_000490_03_0,2026-01-11 21:26:45,2026-01-11,session_start,organic_search,desktop,RU,,,,0.0,B
4041,u_000490,s_000490_03_0,2026-01-11 21:28:45,2026-01-11,view_item,organic_search,desktop,RU,sports,7102.59,,0.0,B
4042,u_000490,s_000490_20_0,2026-01-28 09:59:39,2026-01-28,session_start,organic_search,desktop,RU,,,,0.0,B
4043,u_000490,s_000490_20_0,2026-01-28 10:03:39,2026-01-28,view_item,organic_search,desktop,RU,books,1332.94,,0.0,B
4044,u_000490,s_000490_32_0,2026-02-09 21:54:17,2026-02-09,session_start,organic_search,desktop,RU,,,,0.0,B
4045,u_000490,s_000490_32_0,2026-02-09 21:56:17,2026-02-09,view_item,organic_search,desktop,RU,fashion,3812.62,,0.0,B
4046,u_000491,s_000491_00_0,2026-01-21 12:46:26,2026-01-21,session_start,organic_search,mobile,AM,,,,0.0,A
4047,u_000491,s_000491_02_0,2026-01-23 16:09:07,2026-01-23,session_start,organic_search,mobile,AM,,,,0.0,A
4048,u_000491,s_000491_02_0,2026-01-23 16:13:07,2026-01-23,view_item,organic_search,mobile,AM,fashion,4281.29,,0.0,A
4049,u_000491,s_000491_07_0,2026-01-28 20:22:10,2026-01-28,session_start,organic_search,mobile,AM,,,,0.0,A
4050,u_000491,s_000491_07_0,2026-01-28 20:25:10,2026-01-28,view_item,organic_search,mobile,AM,home,8361.17,,0.0,A
4051,u_000492,s_000492_00_0,2026-01-21 13:43:37,2026-01-21,session_start,direct,mobile,RU,,,,0.0,B
4052,u_000492,s_000492_02_0,2026-01-23 21:32:51,2026-01-23,session_start,direct,mobile,RU,,,,0.0,B
4053,u_000492,s_000492_02_0,2026-01-23 21:37:51,2026-01-23,view_item,direct,mobile,RU,electronics,17678.43,,0.0,B
4054,u_000492,s_000492_21_0,2026-02-11 16:01:25,2026-02-11,session_start,direct,mobile,RU,,,,0.0,B
4055,u_000492,s_000492_21_0,2026-02-11 16:02:25,2026-02-11,view_item,direct,mobile,RU,books,2308.05,,0.0,B
4056,u_000493,s_000493_00_0,2026-01-06 11:31:09,2026-01-06,session_start,direct,mobile,RU,,,,0.0,A
4057,u_000493,s_000493_00_0,2026-01-06 11:36:09,2026-01-06,view_item,direct,mobile,RU,beauty,2943.0,,0.0,A
4058,u_000493,s_000493_00_1,2026-01-06 08:12:10,2026-01-06,session_start,direct,mobile,RU,,,,0.0,A
4059,u_000493,s_000493_00_1,2026-01-06 08:17:10,2026-01-06,view_item,direct,mobile,RU,beauty,3353.56,,0.0,A
4060,u_000493,s_000493_02_0,2026-01-08 08:05:05,2026-01-08,session_start,direct,mobile,RU,,,,0.0,A
4061,u_000493,s_000493_07_0,2026-01-13 08:13:19,2026-01-13,session_start,direct,mobile,RU,,,,0.0,A
4062,u_000493,s_000493_07_1,2026-01-13 15:52:07,2026-01-13,session_start,direct,mobile,RU,,,,0.0,A
4063,u_000493,s_000493_07_1,2026-01-13 15:56:07,2026-01-13,view_item,direct,mobile,RU,beauty,3229.58,,0.0,A
4064,u_000493,s_000493_14_0,2026-01-20 15:48:41,2026-01-20,session_start,direct,mobile,RU,,,,0.0,A
4065,u_000493,s_000493_14_0,2026-01-20 15:52:41,2026-01-20,view_item,direct,mobile,RU,electronics,11472.89,,0.0,A
4066,u_000493,s_000493_28_0,2026-02-03 13:43:45,2026-02-03,session_start,direct,mobile,RU,,,,0.0,A
4067,u_000493,s_000493_28_0,2026-02-03 13:44:45,2026-02-03,view_item,direct,mobile,RU,beauty,1461.62,,0.0,A
4068,u_000493,s_000493_28_1,2026-02-03 12:06:37,2026-02-03,session_start,direct,mobile,RU,,,,0.0,A
4069,u_000493,s_000493_28_1,2026-02-03 12:09:37,2026-02-03,view_item,direct,mobile,RU,books,1151.89,,0.0,A
4070,u_000493,s_000493_30_0,2026-02-05 18:07:04,2026-02-05,session_start,direct,mobile,RU,,,,0.0,A
4071,u_000493,s_000493_30_0,2026-02-05 18:09:04,2026-02-05,view_item,direct,mobile,RU,fashion,2846.47,,0.0,A
4072,u_000493,s_000493_34_0,2026-02-09 09:01:30,2026-02-09,session_start,direct,mobile,RU,,,,0.0,A
4073,u_000493,s_000493_34_1,2026-02-09 16:33:43,2026-02-09,session_start,direct,mobile,RU,,,,0.0,A
4074,u_000494,s_000494_00_0,2026-01-15 15:53:09,2026-01-15,session_start,organic_search,mobile,RU,,,,0.0,B
4075,u_000494,s_000494_00_0,2026-01-15 15:57:09,2026-01-15,view_item,organic_search,mobile,RU,electronics,7825.38,,0.0,B
4076,u_000494,s_000494_14_0,2026-01-29 09:34:12,2026-01-29,session_start,organic_search,mobile,RU,,,,0.0,B
4077,u_000494,s_000494_14_0,2026-01-29 09:35:12,2026-01-29,view_item,organic_search,mobile,RU,books,1249.15,,0.0,B
4078,u_000494,s_000494_21_0,2026-02-05 21:06:57,2026-02-05,session_start,organic_search,mobile,RU,,,,0.0,B
4079,u_000495,s_000495_00_0,2026-01-06 10:13:56,2026-01-06,session_start,paid_search,desktop,RU,,,,0.0,B
4080,u_000495,s_000495_00_0,2026-01-06 10:18:56,2026-01-06,view_item,paid_search,desktop,RU,electronics,12823.13,,0.0,B
4081,u_000495,s_000495_00_0,2026-01-06 10:25:56,2026-01-06,add_to_cart,paid_search,desktop,RU,electronics,12823.13,,0.0,B
4082,u_000495,s_000495_00_0,2026-01-06 10:32:56,2026-01-06,begin_checkout,paid_search,desktop,RU,electronics,12823.13,,0.0,B
4083,u_000495,s_000495_00_0,2026-01-06 10:47:56,2026-01-06,purchase,paid_search,desktop,RU,electronics,12823.13,o_00004083,12726.17,B
4084,u_000495,s_000495_13_0,2026-01-19 18:30:01,2026-01-19,session_start,paid_search,desktop,RU,,,,0.0,B
4085,u_000495,s_000495_13_0,2026-01-19 18:35:01,2026-01-19,view_item,paid_search,desktop,RU,fashion,4053.05,,0.0,B
4086,u_000495,s_000495_14_0,2026-01-20 21:58:59,2026-01-20,session_start,paid_search,desktop,RU,,,,0.0,B
4087,u_000495,s_000495_14_0,2026-01-20 22:00:59,2026-01-20,view_item,paid_search,desktop,RU,beauty,2582.52,,0.0,B
4088,u_000495,s_000495_14_0,2026-01-20 22:01:59,2026-01-20,add_to_cart,paid_search,desktop,RU,beauty,2582.52,,0.0,B
4089,u_000496,s_000496_00_0,2026-01-27 11:44:47,2026-01-27,session_start,organic_search,mobile,RU,,,,0.0,A
4090,u_000496,s_000496_00_0,2026-01-27 11:47:47,2026-01-27,view_item,organic_search,mobile,RU,home,7804.98,,0.0,A
4091,u_000496,s_000496_02_0,2026-01-29 09:14:01,2026-01-29,session_start,organic_search,mobile,RU,,,,0.0,A
4092,u_000496,s_000496_02_0,2026-01-29 09:18:01,2026-01-29,view_item,organic_search,mobile,RU,sports,4026.32,,0.0,A
4093,u_000496,s_000496_03_0,2026-01-30 21:00:20,2026-01-30,session_start,organic_search,mobile,RU,,,,0.0,A
4094,u_000496,s_000496_06_0,2026-02-02 09:23:58,2026-02-02,session_start,organic_search,mobile,RU,,,,0.0,A
4095,u_000496,s_000496_06_0,2026-02-02 09:28:58,2026-02-02,view_item,organic_search,mobile,RU,home,4708.64,,0.0,A
4096,u_000496,s_000496_06_1,2026-02-02 19:18:25,2026-02-02,session_start,organic_search,mobile,RU,,,,0.0,A
4097,u_000496,s_000496_06_1,2026-02-02 19:23:25,2026-02-02,view_item,organic_search,mobile,RU,fashion,5517.45,,0.0,A
4098,u_000496,s_000496_07_0,2026-02-03 16:05:05,2026-02-03,session_start,organic_search,mobile,RU,,,,0.0,A
4099,u_000496,s_000496_07_0,2026-02-03 16:09:05,2026-02-03,view_item,organic_search,mobile,RU,electronics,14791.37,,0.0,A
4100,u_000497,s_000497_00_0,2026-01-25 20:04:57,2026-01-25,session_start,paid_search,desktop,RU,,,,0.0,B
4101,u_000497,s_000497_00_0,2026-01-25 20:05:57,2026-01-25,view_item,paid_search,desktop,RU,home,8214.09,,0.0,B
4102,u_000497,s_000497_00_0,2026-01-25 20:11:57,2026-01-25,add_to_cart,paid_search,desktop,RU,home,8214.09,,0.0,B
4103,u_000497,s_000497_00_1,2026-01-25 15:32:06,2026-01-25,session_start,paid_search,desktop,RU,,,,0.0,B
4104,u_000497,s_000497_00_1,2026-01-25 15:33:06,2026-01-25,view_item,paid_search,desktop,RU,fashion,2571.05,,0.0,B
4105,u_000498,s_000498_00_0,2026-01-26 09:28:06,2026-01-26,session_start,organic_search,desktop,RU,,,,0.0,B
4106,u_000498,s_000498_00_0,2026-01-26 09:33:06,2026-01-26,view_item,organic_search,desktop,RU,electronics,15883.5,,0.0,B
4107,u_000498,s_000498_00_1,2026-01-26 13:24:51,2026-01-26,session_start,organic_search,desktop,RU,,,,0.0,B
4108,u_000498,s_000498_00_1,2026-01-26 13:26:51,2026-01-26,view_item,organic_search,desktop,RU,beauty,1895.98,,0.0,B
4109,u_000498,s_000498_01_0,2026-01-27 11:06:31,2026-01-27,session_start,organic_search,desktop,RU,,,,0.0,B
4110,u_000498,s_000498_01_0,2026-01-27 11:11:31,2026-01-27,view_item,organic_search,desktop,RU,sports,4862.66,,0.0,B
4111,u_000498,s_000498_01_0,2026-01-27 11:14:31,2026-01-27,add_to_cart,organic_search,desktop,RU,sports,4862.66,,0.0,B
4112,u_000498,s_000498_02_0,2026-01-28 09:53:19,2026-01-28,session_start,organic_search,desktop,RU,,,,0.0,B
4113,u_000498,s_000498_02_0,2026-01-28 09:54:19,2026-01-28,view_item,organic_search,desktop,RU,fashion,3609.55,,0.0,B
4114,u_000498,s_000498_02_0,2026-01-28 09:57:19,2026-01-28,add_to_cart,organic_search,desktop,RU,fashion,3609.55,,0.0,B
4115,u_000498,s_000498_02_0,2026-01-28 10:04:19,2026-01-28,begin_checkout,organic_search,desktop,RU,fashion,3609.55,,0.0,B
4116,u_000498,s_000498_02_0,2026-01-28 10:17:19,2026-01-28,purchase,organic_search,desktop,RU,fashion,3609.55,o_00004116,3656.03,B
4117,u_000498,s_000498_05_0,2026-01-31 22:28:11,2026-01-31,session_start,organic_search,desktop,RU,,,,0.0,B
4118,u_000498,s_000498_05_0,2026-01-31 22:32:11,2026-01-31,view_item,organic_search,desktop,RU,books,2001.53,,0.0,B
4119,u_000498,s_000498_05_0,2026-01-31 22:33:11,2026-01-31,add_to_cart,organic_search,desktop,RU,books,2001.53,,0.0,B
4120,u_000498,s_000498_05_0,2026-01-31 22:40:11,2026-01-31,begin_checkout,organic_search,desktop,RU,books,2001.53,,0.0,B
4121,u_000498,s_000498_05_0,2026-01-31 22:45:11,2026-01-31,purchase,organic_search,desktop,RU,books,2001.53,o_00004121,1998.27,B
4122,u_000499,s_000499_00_0,2026-01-16 15:38:03,2026-01-16,session_start,direct,desktop,AM,,,,0.0,B
4123,u_000499,s_000499_00_0,2026-01-16 15:43:03,2026-01-16,view_item,direct,desktop,AM,beauty,3294.35,,0.0,B
4124,u_000499,s_000499_01_0,2026-01-17 11:11:03,2026-01-17,session_start,direct,desktop,AM,,,,0.0,B
4125,u_000499,s_000499_01_0,2026-01-17 11:13:03,2026-01-17,view_item,direct,desktop,AM,books,1654.27,,0.0,B
4126,u_000499,s_000499_01_0,2026-01-17 11:19:03,2026-01-17,add_to_cart,direct,desktop,AM,books,1654.27,,0.0,B
4127,u_000499,s_000499_14_0,2026-01-30 21:38:49,2026-01-30,session_start,direct,desktop,AM,,,,0.0,B
4128,u_000499,s_000499_14_0,2026-01-30 21:41:49,2026-01-30,view_item,direct,desktop,AM,electronics,10536.58,,0.0,B
4129,u_000499,s_000499_24_0,2026-02-09 12:49:00,2026-02-09,session_start,direct,desktop,AM,,,,0.0,B
4130,u_000499,s_000499_24_0,2026-02-09 12:52:00,2026-02-09,view_item,direct,desktop,AM,beauty,2932.59,,0.0,B
4131,u_000500,s_000500_00_0,2026-01-02 15:13:55,2026-01-02,session_start,paid_search,desktop,RU,,,,0.0,B
4132,u_000500,s_000500_00_0,2026-01-02 15:14:55,2026-01-02,view_item,paid_search,desktop,RU,books,1359.62,,0.0,B
4133,u_000500,s_000500_02_0,2026-01-04 18:09:30,2026-01-04,session_start,paid_search,desktop,RU,,,,0.0,B
4134,u_000500,s_000500_02_0,2026-01-04 18:13:30,2026-01-04,view_item,paid_search,desktop,RU,beauty,2920.95,,0.0,B
4135,u_000500,s_000500_02_1,2026-01-04 18:56:31,2026-01-04,session_start,paid_search,desktop,RU,,,,0.0,B
4136,u_000500,s_000500_02_1,2026-01-04 18:57:31,2026-01-04,view_item,paid_search,desktop,RU,electronics,8730.07,,0.0,B
4137,u_000500,s_000500_07_0,2026-01-09 22:34:23,2026-01-09,session_start,paid_search,desktop,RU,,,,0.0,B
4138,u_000500,s_000500_07_0,2026-01-09 22:39:23,2026-01-09,view_item,paid_search,desktop,RU,fashion,4252.04,,0.0,B
4139,u_000500,s_000500_07_1,2026-01-09 16:14:02,2026-01-09,session_start,paid_search,desktop,RU,,,,0.0,B
4140,u_000500,s_000500_07_1,2026-01-09 16:15:02,2026-01-09,view_item,paid_search,desktop,RU,sports,6726.92,,0.0,B
4141,u_000500,s_000500_07_1,2026-01-09 16:18:02,2026-01-09,add_to_cart,paid_search,desktop,RU,sports,6726.92,,0.0,B
4142,u_000500,s_000500_07_1,2026-01-09 16:21:02,2026-01-09,begin_checkout,paid_search,desktop,RU,sports,6726.92,,0.0,B
4143,u_000500,s_000500_10_0,2026-01-12 17:50:35,2026-01-12,session_start,paid_search,desktop,RU,,,,0.0,B
4144,u_000500,s_000500_10_0,2026-01-12 17:53:35,2026-01-12,view_item,paid_search,desktop,RU,sports,2638.2,,0.0,B
4145,u_000500,s_000500_10_0,2026-01-12 18:00:35,2026-01-12,add_to_cart,paid_search,desktop,RU,sports,2638.2,,0.0,B
4146,u_000500,s_000500_10_0,2026-01-12 18:02:35,2026-01-12,begin_checkout,paid_search,desktop,RU,sports,2638.2,,0.0,B
4147,u_000500,s_000500_10_0,2026-01-12 18:20:35,2026-01-12,purchase,paid_search,desktop,RU,sports,2638.2,o_00004147,2718.45,B
4148,u_000500,s_000500_17_0,2026-01-19 22:48:01,2026-01-19,session_start,paid_search,desktop,RU,,,,0.0,B
4149,u_000500,s_000500_21_0,2026-01-23 09:25:59,2026-01-23,session_start,paid_search,desktop,RU,,,,0.0,B
4150,u_000500,s_000500_21_0,2026-01-23 09:26:59,2026-01-23,view_item,paid_search,desktop,RU,books,1622.41,,0.0,B
4151,u_000501,s_000501_00_0,2026-01-22 20:28:27,2026-01-22,session_start,organic_search,mobile,RU,,,,0.0,A
4152,u_000501,s_000501_03_0,2026-01-25 08:34:14,2026-01-25,session_start,organic_search,mobile,RU,,,,0.0,A
4153,u_000501,s_000501_06_0,2026-01-28 14:48:59,2026-01-28,session_start,organic_search,mobile,RU,,,,0.0,A
4154,u_000501,s_000501_06_0,2026-01-28 14:53:59,2026-01-28,view_item,organic_search,mobile,RU,electronics,14182.19,,0.0,A
4155,u_000501,s_000501_06_1,2026-01-28 16:20:06,2026-01-28,session_start,organic_search,mobile,RU,,,,0.0,A
4156,u_000501,s_000501_06_1,2026-01-28 16:25:06,2026-01-28,view_item,organic_search,mobile,RU,electronics,9012.05,,0.0,A
4157,u_000502,s_000502_00_0,2026-01-15 21:27:45,2026-01-15,session_start,referral,mobile,RU,,,,0.0,B
4158,u_000502,s_000502_00_0,2026-01-15 21:29:45,2026-01-15,view_item,referral,mobile,RU,fashion,3910.73,,0.0,B
4159,u_000502,s_000502_00_1,2026-01-15 12:22:13,2026-01-15,session_start,referral,mobile,RU,,,,0.0,B
4160,u_000502,s_000502_00_1,2026-01-15 12:27:13,2026-01-15,view_item,referral,mobile,RU,fashion,4717.47,,0.0,B
4161,u_000502,s_000502_01_0,2026-01-16 08:32:54,2026-01-16,session_start,referral,mobile,RU,,,,0.0,B
4162,u_000502,s_000502_01_0,2026-01-16 08:35:54,2026-01-16,view_item,referral,mobile,RU,fashion,5804.04,,0.0,B
4163,u_000502,s_000502_03_0,2026-01-18 08:10:02,2026-01-18,session_start,referral,mobile,RU,,,,0.0,B
4164,u_000502,s_000502_03_0,2026-01-18 08:11:02,2026-01-18,view_item,referral,mobile,RU,beauty,2818.74,,0.0,B
4165,u_000502,s_000502_14_0,2026-01-29 10:38:02,2026-01-29,session_start,referral,mobile,RU,,,,0.0,B
4166,u_000502,s_000502_14_0,2026-01-29 10:41:02,2026-01-29,view_item,referral,mobile,RU,beauty,3718.74,,0.0,B
4167,u_000502,s_000502_21_0,2026-02-05 08:17:16,2026-02-05,session_start,referral,mobile,RU,,,,0.0,B
4168,u_000502,s_000502_21_0,2026-02-05 08:22:16,2026-02-05,view_item,referral,mobile,RU,sports,4026.57,,0.0,B
4169,u_000502,s_000502_21_0,2026-02-05 08:25:16,2026-02-05,add_to_cart,referral,mobile,RU,sports,4026.57,,0.0,B
4170,u_000502,s_000502_21_0,2026-02-05 08:29:16,2026-02-05,begin_checkout,referral,mobile,RU,sports,4026.57,,0.0,B
4171,u_000502,s_000502_21_0,2026-02-05 08:35:16,2026-02-05,purchase,referral,mobile,RU,sports,4026.57,o_00004171,4221.63,B
4172,u_000502,s_000502_27_0,2026-02-11 08:09:51,2026-02-11,session_start,referral,mobile,RU,,,,0.0,B
4173,u_000502,s_000502_27_0,2026-02-11 08:12:51,2026-02-11,view_item,referral,mobile,RU,beauty,2816.08,,0.0,B
4174,u_000503,s_000503_00_0,2026-01-02 20:49:15,2026-01-02,session_start,direct,mobile,RU,,,,0.0,A
4175,u_000503,s_000503_00_0,2026-01-02 20:51:15,2026-01-02,view_item,direct,mobile,RU,electronics,13053.68,,0.0,A
4176,u_000503,s_000503_01_0,2026-01-03 20:34:01,2026-01-03,session_start,direct,mobile,RU,,,,0.0,A
4177,u_000503,s_000503_01_0,2026-01-03 20:39:01,2026-01-03,view_item,direct,mobile,RU,beauty,2277.97,,0.0,A
4178,u_000503,s_000503_01_1,2026-01-03 11:07:08,2026-01-03,session_start,direct,mobile,RU,,,,0.0,A
4179,u_000503,s_000503_07_0,2026-01-09 20:17:05,2026-01-09,session_start,direct,mobile,RU,,,,0.0,A
4180,u_000503,s_000503_07_0,2026-01-09 20:22:05,2026-01-09,view_item,direct,mobile,RU,home,5235.23,,0.0,A
4181,u_000503,s_000503_14_0,2026-01-16 17:38:39,2026-01-16,session_start,direct,mobile,RU,,,,0.0,A
4182,u_000503,s_000503_14_0,2026-01-16 17:40:39,2026-01-16,view_item,direct,mobile,RU,electronics,12316.25,,0.0,A
4183,u_000503,s_000503_19_0,2026-01-21 11:04:30,2026-01-21,session_start,direct,mobile,RU,,,,0.0,A
4184,u_000503,s_000503_19_0,2026-01-21 11:05:30,2026-01-21,view_item,direct,mobile,RU,home,6404.13,,0.0,A
4185,u_000504,s_000504_00_0,2026-01-20 11:46:25,2026-01-20,session_start,organic_search,mobile,RU,,,,0.0,B
4186,u_000504,s_000504_00_0,2026-01-20 11:49:25,2026-01-20,view_item,organic_search,mobile,RU,fashion,4550.32,,0.0,B
4187,u_000505,s_000505_00_0,2026-01-05 17:10:42,2026-01-05,session_start,paid_search,desktop,RU,,,,0.0,B
4188,u_000505,s_000505_00_0,2026-01-05 17:13:42,2026-01-05,view_item,paid_search,desktop,RU,home,6145.19,,0.0,B
